cik,years_present,years_present_count,year_2016_present,year_2017_present,year_2018_present,year_2019_present,year_2020_present,year_2021_present,year_2022_present,year_2023_present,year_2024_present,year_2025_present
0000001750,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000002098,"2020,2021,2022",3,False,False,False,False,True,True,True,False,False,False
0000002186,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000002488,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0000002969,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000003146,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000003153,2025,1,False,False,False,False,False,False,False,False,False,True
0000003197,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000003453,2025,1,False,False,False,False,False,False,False,False,False,True
0000003499,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000003545,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0000004127,"2018,2019,2020,2023,2024,2025",6,False,False,True,True,True,False,False,True,True,True
0000004281,2025,1,False,False,False,False,False,False,False,False,False,True
0000004447,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000004457,2025,1,False,False,False,False,False,False,False,False,False,True
0000004515,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000004904,2025,1,False,False,False,False,False,False,False,False,False,True
0000004962,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000004977,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000005272,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0000005513,"2021,2024,2025",3,False,False,False,False,False,True,False,False,True,True
0000005981,2025,1,False,False,False,False,False,False,False,False,False,True
0000006201,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000006281,"2018,2022,2023,2024,2025",5,False,False,True,False,False,False,True,True,True,True
0000006494,"2016,2017,2018,2019,2020,2021,2022,2023",8,True,True,True,True,True,True,True,True,False,False
0000006732,2016,1,True,False,False,False,False,False,False,False,False,False
0000006879,2025,1,False,False,False,False,False,False,False,False,False,True
0000006951,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000006955,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000007084,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000007286,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000007323,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000007431,"2018,2025",2,False,False,True,False,False,False,False,False,False,True
0000007536,2025,1,False,False,False,False,False,False,False,False,False,True
0000007789,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000008063,2025,1,False,False,False,False,False,False,False,False,False,True
0000008192,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000008504,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000008670,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000008818,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000008858,"2019,2023,2024,2025",4,False,False,False,True,False,False,False,True,True,True
0000008868,"2016,2017,2018,2019",4,True,True,True,True,False,False,False,False,False,False
0000009092,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000009326,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000009466,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000010456,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000010795,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000011544,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000012208,2025,1,False,False,False,False,False,False,False,False,False,True
0000012239,2025,1,False,False,False,False,False,False,False,False,False,True
0000012659,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000012927,"2019,2020,2024,2025",4,False,False,False,True,True,False,False,False,True,True
0000013372,2022,1,False,False,False,False,False,False,True,False,False,False
0000014272,2025,1,False,False,False,False,False,False,False,False,False,True
0000014693,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000014930,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000015615,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000016040,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000016058,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0000016160,"2016,2017,2018,2019,2020,2021",6,True,True,True,True,True,True,False,False,False,False
0000016732,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000016875,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0000016918,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000017797,2025,1,False,False,False,False,False,False,False,False,False,True
0000018230,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000018349,"2019,2020,2024,2025",4,False,False,False,True,True,False,False,False,True,True
0000018498,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000018654,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000018672,2025,1,False,False,False,False,False,False,False,False,False,True
0000018926,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000019617,"2021,2022,2025",3,False,False,False,False,False,True,True,False,False,True
0000019745,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000020212,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000020286,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000020290,2025,1,False,False,False,False,False,False,False,False,False,True
0000020520,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000021076,"2019,2023,2024,2025",4,False,False,False,True,False,False,False,True,True,True
0000021175,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000021344,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000021535,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000021665,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000022444,2025,1,False,False,False,False,False,False,False,False,False,True
0000022606,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000022701,"2021,2022,2023,2024",4,False,False,False,False,False,True,True,True,True,False
0000022767,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000023111,"2020,2021,2022,2023",4,False,False,False,False,True,True,True,True,False,False
0000023197,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000023217,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000023426,2022,1,False,False,False,False,False,False,True,False,False,False
0000023632,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000023795,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000024090,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000024545,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000024741,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000025445,2025,1,False,False,False,False,False,False,False,False,False,True
0000025475,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000025598,2021,1,False,False,False,False,False,True,False,False,False,False
0000025895,2025,1,False,False,False,False,False,False,False,False,False,True
0000026058,2025,1,False,False,False,False,False,False,False,False,False,True
0000026076,"2016,2017,2018,2019,2021",5,True,True,True,True,False,True,False,False,False,False
0000026172,2025,1,False,False,False,False,False,False,False,False,False,True
0000026324,2025,1,False,False,False,False,False,False,False,False,False,True
0000026780,2025,1,False,False,False,False,False,False,False,False,False,True
0000027419,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000027430,2025,1,False,False,False,False,False,False,False,False,False,True
0000027673,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000027879,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000027996,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000028412,2025,1,False,False,False,False,False,False,False,False,False,True
0000028823,"2020,2021,2024,2025",4,False,False,False,False,True,True,False,False,True,True
0000029002,"2017,2024,2025",3,False,True,False,False,False,False,False,False,True,True
0000029534,2025,1,False,False,False,False,False,False,False,False,False,True
0000029644,2025,1,False,False,False,False,False,False,False,False,False,True
0000029905,"2019,2021,2022,2023,2024,2025",6,False,False,False,True,False,True,True,True,True,True
0000029915,"2021,2023,2024,2025",4,False,False,False,False,False,True,False,True,True,True
0000029989,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000030305,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000030371,2025,1,False,False,False,False,False,False,False,False,False,True
0000030554,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000030625,2025,1,False,False,False,False,False,False,False,False,False,True
0000030697,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000031107,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000031235,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000031462,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000031791,2025,1,False,False,False,False,False,False,False,False,False,True
0000032604,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0000033185,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000033992,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000034067,2025,1,False,False,False,False,False,False,False,False,False,True
0000034285,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000034563,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0000034782,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000035527,"2020,2024,2025",3,False,False,False,False,True,False,False,False,True,True
0000036029,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000036047,"2017,2018,2019,2020,2021",5,False,True,True,True,True,True,False,False,False,False
0000036104,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000036146,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000036270,2025,1,False,False,False,False,False,False,False,False,False,True
0000036377,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000036966,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000037634,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000037637,2025,1,False,False,False,False,False,False,False,False,False,True
0000037785,"2018,2020,2021,2022,2023",5,False,False,True,False,True,True,True,True,False,False
0000037808,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000037996,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000038009,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000038264,2025,1,False,False,False,False,False,False,False,False,False,True
0000038777,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000039263,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000039899,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000039911,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000040211,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000040533,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000040545,"2017,2018,2020,2021,2022,2023,2024,2025",8,False,True,True,False,True,True,True,True,True,True
0000040570,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000040729,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000040987,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000041091,2025,1,False,False,False,False,False,False,False,False,False,True
0000041719,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000042682,2025,1,False,False,False,False,False,False,False,False,False,True
0000042888,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000043920,2024,1,False,False,False,False,False,False,False,False,True,False
0000045012,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000045876,"2021,2022,2025",3,False,False,False,False,False,True,True,False,False,True
0000045919,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000046080,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000046207,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000046619,2025,1,False,False,False,False,False,False,False,False,False,True
0000046765,"2020,2024,2025",3,False,False,False,False,True,False,False,False,True,True
0000047111,2024,1,False,False,False,False,False,False,False,False,True,False
0000047129,2025,1,False,False,False,False,False,False,False,False,False,True
0000047217,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000047307,2025,1,False,False,False,False,False,False,False,False,False,True
0000047518,"2018,2019,2020,2021",4,False,False,True,True,True,True,False,False,False,False
0000048287,2025,1,False,False,False,False,False,False,False,False,False,True
0000048465,2025,1,False,False,False,False,False,False,False,False,False,True
0000048732,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0000048898,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000049071,2025,1,False,False,False,False,False,False,False,False,False,True
0000049196,2025,1,False,False,False,False,False,False,False,False,False,True
0000049600,2025,1,False,False,False,False,False,False,False,False,False,True
0000049615,"2016,2017,2018,2019",4,True,True,True,True,False,False,False,False,False,False
0000049754,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000049826,2025,1,False,False,False,False,False,False,False,False,False,True
0000049938,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000050172,2025,1,False,False,False,False,False,False,False,False,False,True
0000050292,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000050725,2025,1,False,False,False,False,False,False,False,False,False,True
0000050863,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000051143,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0000051253,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000051434,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000051644,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000052428,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000052485,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000052988,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000054381,2024,1,False,False,False,False,False,False,False,False,True,False
0000054476,"2019,2025",2,False,False,False,True,False,False,False,False,False,True
0000054507,"2019,2025",2,False,False,False,True,False,False,False,False,False,True
0000055067,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000055135,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000055387,2025,1,False,False,False,False,False,False,False,False,False,True
0000055529,2024,1,False,False,False,False,False,False,False,False,True,False
0000055785,2025,1,False,False,False,False,False,False,False,False,False,True
0000056047,2025,1,False,False,False,False,False,False,False,False,False,True
0000056679,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000056873,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000056978,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000057131,2025,1,False,False,False,False,False,False,False,False,False,True
0000057183,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000057515,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000058361,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000058492,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000059440,2021,1,False,False,False,False,False,True,False,False,False,False
0000059478,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000059527,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000059558,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000060086,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000060519,2025,1,False,False,False,False,False,False,False,False,False,True
0000060549,2025,1,False,False,False,False,False,False,False,False,False,True
0000060667,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000061339,2025,1,False,False,False,False,False,False,False,False,False,True
0000062709,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0000063276,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000063754,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000063908,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000064040,"2018,2019,2020,2021,2023,2024,2025",7,False,False,True,True,True,True,False,True,True,True
0000064463,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0000064472,2025,1,False,False,False,False,False,False,False,False,False,True
0000064803,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000064996,"2021,2022,2024,2025",4,False,False,False,False,False,True,True,False,True,True
0000065770,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0000065984,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000066004,2024,1,False,False,False,False,False,False,False,False,True,False
0000066570,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000066740,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000066901,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000066904,2025,1,False,False,False,False,False,False,False,False,False,True
0000067215,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000067347,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0000067716,"2016,2024,2025",3,True,False,False,False,False,False,False,False,True,True
0000067887,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0000068505,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000068622,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000069422,2024,1,False,False,False,False,False,False,False,False,True,False
0000069488,"2017,2018,2019,2020,2021,2022,2023,2024",8,False,True,True,True,True,True,True,True,True,False
0000069733,2025,1,False,False,False,False,False,False,False,False,False,True
0000070145,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000070318,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000070415,"2019,2020",2,False,False,False,True,True,False,False,False,False,False
0000070487,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000070502,2025,1,False,False,False,False,False,False,False,False,False,True
0000070858,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000070866,"2019,2024,2025",3,False,False,False,True,False,False,False,False,True,True
0000071180,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000071508,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000071691,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0000072162,"2019,2020",2,False,False,False,True,True,False,False,False,False,False
0000072331,2025,1,False,False,False,False,False,False,False,False,False,True
0000072333,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000072444,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000072573,2025,1,False,False,False,False,False,False,False,False,False,True
0000072741,2022,1,False,False,False,False,False,False,True,False,False,False
0000072903,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000072909,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000072971,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000073020,2024,1,False,False,False,False,False,False,False,False,True,False
0000073124,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000073290,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000073756,2025,1,False,False,False,False,False,False,False,False,False,True
0000073986,2025,1,False,False,False,False,False,False,False,False,False,True
0000074046,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000074145,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000074208,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000074260,2025,1,False,False,False,False,False,False,False,False,False,True
0000075252,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000075288,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000075362,2018,1,False,False,True,False,False,False,False,False,False,False
0000075488,2025,1,False,False,False,False,False,False,False,False,False,True
0000075594,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000075679,2018,1,False,False,True,False,False,False,False,False,False,False
0000076334,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000077360,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000077476,"2020,2024,2025",3,False,False,False,False,True,False,False,False,True,True
0000077877,2022,1,False,False,False,False,False,False,True,False,False,False
0000078003,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000078100,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000078239,2025,1,False,False,False,False,False,False,False,False,False,True
0000078460,2025,1,False,False,False,False,False,False,False,False,False,True
0000078749,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000078814,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000079282,2025,1,False,False,False,False,False,False,False,False,False,True
0000079661,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000079732,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000079879,2025,1,False,False,False,False,False,False,False,False,False,True
0000080172,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000080420,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000080424,"2017,2024,2025",3,False,True,False,False,False,False,False,False,True,True
0000080661,"2018,2019,2020,2022,2023,2024,2025",7,False,False,True,True,True,False,True,True,True,True
0000081018,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000081020,2025,1,False,False,False,False,False,False,False,False,False,True
0000081023,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000081027,2025,1,False,False,False,False,False,False,False,False,False,True
0000081033,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000081100,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000082473,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000082811,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000083246,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000083350,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000084129,"2021,2022",2,False,False,False,False,False,True,True,False,False,False
0000084246,2025,1,False,False,False,False,False,False,False,False,False,True
0000084748,2025,1,False,False,False,False,False,False,False,False,False,True
0000084839,2025,1,False,False,False,False,False,False,False,False,False,True
0000085535,2025,1,False,False,False,False,False,False,False,False,False,True
0000085961,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000086115,"2016,2017,2018,2019,2020,2021,2022,2023,2024",9,True,True,True,True,True,True,True,True,True,False
0000086312,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000086521,2025,1,False,False,False,False,False,False,False,False,False,True
0000087050,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000087347,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000088121,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000088205,"2021,2022,2023,2025",4,False,False,False,False,False,True,True,True,False,True
0000088941,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000089089,2025,1,False,False,False,False,False,False,False,False,False,True
0000089800,2025,1,False,False,False,False,False,False,False,False,False,True
0000090144,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000090896,2025,1,False,False,False,False,False,False,False,False,False,True
0000091142,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000091388,2016,1,True,False,False,False,False,False,False,False,False,False
0000091419,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000091440,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000091576,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000091767,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000091882,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000092103,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000092108,2025,1,False,False,False,False,False,False,False,False,False,True
0000092116,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000092122,2025,1,False,False,False,False,False,False,False,False,False,True
0000092230,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0000092380,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000092487,2025,1,False,False,False,False,False,False,False,False,False,True
0000092521,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000093314,2024,1,False,False,False,False,False,False,False,False,True,False
0000093410,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000093556,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0000093751,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000094049,2025,1,False,False,False,False,False,False,False,False,False,True
0000094845,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0000095552,2025,1,False,False,False,False,False,False,False,False,False,True
0000095574,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000096021,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000096223,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000097134,2024,1,False,False,False,False,False,False,False,False,True,False
0000097210,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0000097216,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000097476,2025,1,False,False,False,False,False,False,False,False,False,True
0000097745,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000098222,2025,1,False,False,False,False,False,False,False,False,False,True
0000098362,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000099250,2025,1,False,False,False,False,False,False,False,False,False,True
0000100122,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000100493,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000100517,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000100591,"2019,2024,2025",3,False,False,False,True,False,False,False,False,True,True
0000100726,2020,1,False,False,False,False,True,False,False,False,False,False
0000100790,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000100826,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000100885,2025,1,False,False,False,False,False,False,False,False,False,True
0000101199,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000101382,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000101538,2025,1,False,False,False,False,False,False,False,False,False,True
0000101829,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000101830,2019,1,False,False,False,True,False,False,False,False,False,False
0000101984,"2018,2019,2020,2021,2022,2023,2025",7,False,False,True,True,True,True,True,True,False,True
0000102729,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000102752,2025,1,False,False,False,False,False,False,False,False,False,True
0000103145,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0000103379,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000103682,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000103730,2025,1,False,False,False,False,False,False,False,False,False,True
0000104169,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000104889,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0000104918,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0000105016,2025,1,False,False,False,False,False,False,False,False,False,True
0000105132,"2022,2025",2,False,False,False,False,False,False,True,False,False,True
0000105319,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0000105418,2025,1,False,False,False,False,False,False,False,False,False,True
0000105634,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0000106040,"2018,2023,2024,2025",4,False,False,True,False,False,False,False,True,True,True
